order_id,facility_id,period,pilot_flag,dropped_at,promised_at,shift,channel,line_count,low_risk_flag,hazmat_flag,cycle_minutes,error_count,rework_flag,sla_miss_flag
BL-10676,AUS-01,baseline,0,2025-01-22T06:22:04,2025-01-22T08:22:04,Days,DTC web,1,0,0,92.2,1,1,0
BL-10677,AUS-01,baseline,0,2025-01-22T06:10:10,2025-01-22T08:10:10,Days,DTC web,1,0,0,74.6,1,1,0
BL-10678,AUS-01,baseline,0,2025-01-22T14:44:47,2025-01-22T16:44:47,Swing,DTC web,3,0,0,87.2,0,0,0
BL-10679,AUS-01,baseline,0,2025-01-22T14:09:42,2025-01-22T16:09:42,Swing,DTC web,6,0,0,101.5,0,0,0
BL-10680,AUS-01,baseline,0,2025-01-22T14:19:07,2025-01-22T16:19:07,Swing,Marketplace,2,1,0,88.1,1,1,0
BL-10681,AUS-01,baseline,0,2025-01-22T14:28:17,2025-01-22T16:28:17,Swing,Store replen,5,0,0,116.8,0,0,0
BL-10682,AUS-01,baseline,0,2025-01-22T14:46:23,2025-01-22T16:46:23,Swing,Marketplace,2,1,0,84.1,0,0,0
BL-10683,AUS-01,baseline,0,2025-01-22T14:36:15,2025-01-22T16:36:15,Swing,Marketplace,5,0,0,109.1,0,0,0
BL-10684,AUS-01,baseline,0,2025-01-22T14:21:47,2025-01-22T16:21:47,Swing,Marketplace,1,0,0,87.7,0,0,0
BL-10685,AUS-01,baseline,0,2025-01-22T14:34:04,2025-01-22T16:34:04,Swing,Store replen,7,0,0,130.4,1,1,1
BL-10686,AUS-01,baseline,0,2025-01-22T14:41:10,2025-01-22T16:41:10,Swing,Store replen,8,0,0,137.8,1,1,1
BL-10687,AUS-01,baseline,0,2025-01-22T14:46:13,2025-01-22T16:46:13,Swing,Marketplace,3,0,0,108.9,1,1,0
BL-10688,AUS-01,baseline,0,2025-01-22T22:36:17,2025-01-23T00:36:17,Night,DTC web,1,0,1,79.1,1,1,0
BL-10689,AUS-01,baseline,0,2025-01-22T22:15:10,2025-01-23T00:15:10,Night,DTC web,4,0,0,102.1,0,0,0
BL-10690,EWR-07,baseline,0,2025-01-22T06:29:42,2025-01-22T08:29:42,Days,Marketplace,3,0,0,88.2,0,0,0
BL-10691,EWR-07,baseline,0,2025-01-22T06:14:09,2025-01-22T08:14:09,Days,Marketplace,3,0,0,115.9,2,1,0
BL-10692,EWR-07,baseline,0,2025-01-22T14:37:21,2025-01-22T16:37:21,Swing,Marketplace,3,0,0,114.0,1,1,0
BL-10693,EWR-07,baseline,0,2025-01-22T14:50:30,2025-01-22T16:50:30,Swing,Store replen,3,0,1,92.2,0,0,0
BL-10694,EWR-07,baseline,0,2025-01-22T14:50:41,2025-01-22T16:50:41,Swing,DTC web,2,1,0,83.7,0,0,0
BL-10695,EWR-07,baseline,0,2025-01-22T14:32:13,2025-01-22T16:32:13,Swing,Store replen,8,0,0,171.4,1,1,1
BL-10696,EWR-07,baseline,0,2025-01-22T22:22:49,2025-01-23T00:22:49,Night,Marketplace,8,0,1,169.0,1,1,1
BL-10697,EWR-07,baseline,0,2025-01-22T22:46:48,2025-01-23T00:46:48,Night,DTC web,2,1,0,95.4,0,0,0
BL-10698,FNT-12,baseline,0,2025-01-22T06:14:43,2025-01-22T08:14:43,Days,DTC web,6,0,0,117.3,0,0,0
BL-10699,FNT-12,baseline,0,2025-01-22T06:08:18,2025-01-22T08:08:18,Days,DTC web,3,0,0,123.4,0,0,1
BL-10700,FNT-12,baseline,0,2025-01-22T06:18:01,2025-01-22T08:18:01,Days,Store replen,5,0,0,116.8,0,0,0
BL-10701,FNT-12,baseline,0,2025-01-22T14:46:28,2025-01-22T16:46:28,Swing,Marketplace,4,0,0,116.1,1,1,0
BL-10702,FNT-12,baseline,0,2025-01-22T14:26:19,2025-01-22T16:26:19,Swing,Store replen,2,0,0,106.3,1,1,0
BL-10703,FNT-12,baseline,0,2025-01-22T14:26:38,2025-01-22T16:26:38,Swing,DTC web,2,0,0,134.9,1,1,1
BL-10704,FNT-12,baseline,0,2025-01-22T22:42:48,2025-01-23T00:42:48,Night,DTC web,2,1,0,118.7,0,0,0
BL-10705,FNT-12,baseline,0,2025-01-22T22:31:22,2025-01-23T00:31:22,Night,DTC web,2,0,0,144.5,1,1,1
BL-10706,FNT-12,baseline,0,2025-01-22T22:48:36,2025-01-23T00:48:36,Night,DTC web,13,0,0,196.3,0,0,1
BL-10707,FNT-12,baseline,0,2025-01-22T22:22:22,2025-01-23T00:22:22,Night,Marketplace,8,0,0,183.0,1,1,1
BL-10708,FNT-12,baseline,0,2025-01-22T22:44:17,2025-01-23T00:44:17,Night,Marketplace,1,1,0,134.7,2,1,1
BL-10709,AUS-01,baseline,0,2025-01-23T06:13:34,2025-01-23T08:13:34,Days,DTC web,6,0,0,102.5,0,0,0
BL-10710,AUS-01,baseline,0,2025-01-23T06:27:01,2025-01-23T08:27:01,Days,DTC web,1,1,0,79.7,0,0,0
BL-10711,AUS-01,baseline,0,2025-01-23T06:35:05,2025-01-23T08:35:05,Days,Store replen,5,0,0,90.3,0,0,0
BL-10712,AUS-01,baseline,0,2025-01-23T06:42:03,2025-01-23T08:42:03,Days,DTC web,9,0,1,122.3,0,0,1
BL-10713,AUS-01,baseline,0,2025-01-23T06:13:12,2025-01-23T08:13:12,Days,DTC web,1,1,0,78.5,1,1,0
BL-10714,AUS-01,baseline,0,2025-01-23T06:42:21,2025-01-23T08:42:21,Days,Marketplace,3,0,0,101.4,0,0,0
BL-10715,AUS-01,baseline,0,2025-01-23T06:27:24,2025-01-23T08:27:24,Days,DTC web,2,1,0,79.3,0,0,0
BL-10716,AUS-01,baseline,0,2025-01-23T14:33:47,2025-01-23T16:33:47,Swing,Store replen,3,0,0,84.4,0,0,0
BL-10717,AUS-01,baseline,0,2025-01-23T14:40:36,2025-01-23T16:40:36,Swing,DTC web,2,1,0,94.6,0,0,0
BL-10718,AUS-01,baseline,0,2025-01-23T14:36:43,2025-01-23T16:36:43,Swing,Store replen,8,0,0,130.7,0,0,1
BL-10719,AUS-01,baseline,0,2025-01-23T14:12:04,2025-01-23T16:12:04,Swing,Store replen,5,0,0,103.1,0,0,0
BL-10720,AUS-01,baseline,0,2025-01-23T22:21:26,2025-01-24T00:21:26,Night,DTC web,3,0,1,100.6,0,0,0
BL-10721,AUS-01,baseline,0,2025-01-23T22:23:02,2025-01-24T00:23:02,Night,DTC web,1,1,0,67.7,0,0,0
BL-10722,AUS-01,baseline,0,2025-01-23T22:22:28,2025-01-24T00:22:28,Night,DTC web,5,0,0,117.3,0,0,0
BL-10723,AUS-01,baseline,0,2025-01-23T22:40:36,2025-01-24T00:40:36,Night,DTC web,5,0,0,83.4,0,0,0
BL-10724,AUS-01,baseline,0,2025-01-23T22:24:41,2025-01-24T00:24:41,Night,DTC web,2,1,0,68.1,0,0,0
BL-10725,AUS-01,baseline,0,2025-01-23T22:13:02,2025-01-24T00:13:02,Night,DTC web,3,0,0,96.6,0,0,0
BL-10726,EWR-07,baseline,0,2025-01-23T06:30:27,2025-01-23T08:30:27,Days,Marketplace,2,0,0,116.2,0,0,0
BL-10727,EWR-07,baseline,0,2025-01-23T06:48:16,2025-01-23T08:48:16,Days,Marketplace,4,0,0,102.5,0,0,0
BL-10728,EWR-07,baseline,0,2025-01-23T06:29:44,2025-01-23T08:29:44,Days,Store replen,4,0,0,114.1,0,0,0
BL-10729,EWR-07,baseline,0,2025-01-23T06:18:42,2025-01-23T08:18:42,Days,DTC web,1,1,0,94.4,0,0,0
BL-10730,EWR-07,baseline,0,2025-01-23T06:29:07,2025-01-23T08:29:07,Days,DTC web,2,1,0,128.1,1,1,1
BL-10731,EWR-07,baseline,0,2025-01-23T06:25:18,2025-01-23T08:25:18,Days,DTC web,3,0,0,113.7,1,1,0
BL-10732,EWR-07,baseline,0,2025-01-23T06:23:31,2025-01-23T08:23:31,Days,Marketplace,6,0,0,138.2,1,1,1
BL-10733,EWR-07,baseline,0,2025-01-23T06:48:18,2025-01-23T08:48:18,Days,Marketplace,13,0,0,191.7,0,0,1
BL-10734,EWR-07,baseline,0,2025-01-23T14:28:36,2025-01-23T16:28:36,Swing,DTC web,4,0,0,100.9,0,0,0
BL-10735,EWR-07,baseline,0,2025-01-23T14:42:36,2025-01-23T16:42:36,Swing,Store replen,2,0,0,83.7,0,0,0
BL-10736,EWR-07,baseline,0,2025-01-23T14:29:32,2025-01-23T16:29:32,Swing,DTC web,5,0,0,117.6,0,0,0
BL-10737,EWR-07,baseline,0,2025-01-23T14:51:05,2025-01-23T16:51:05,Swing,DTC web,11,0,0,144.0,0,0,1
BL-10738,EWR-07,baseline,0,2025-01-23T14:49:23,2025-01-23T16:49:23,Swing,Store replen,9,0,0,186.0,2,1,1
BL-10739,EWR-07,baseline,0,2025-01-23T22:25:32,2025-01-24T00:25:32,Night,DTC web,7,0,0,147.8,0,0,1
BL-10740,EWR-07,baseline,0,2025-01-23T22:40:32,2025-01-24T00:40:32,Night,DTC web,7,0,0,146.1,0,0,1
BL-10741,FNT-12,baseline,0,2025-01-23T06:37:12,2025-01-23T08:37:12,Days,DTC web,3,0,0,97.3,0,0,0
BL-10742,FNT-12,baseline,0,2025-01-23T06:20:19,2025-01-23T08:20:19,Days,DTC web,3,0,0,141.8,1,0,1
BL-10743,FNT-12,baseline,0,2025-01-23T06:08:44,2025-01-23T08:08:44,Days,DTC web,1,1,0,102.2,1,0,0
BL-10744,FNT-12,baseline,0,2025-01-23T06:51:44,2025-01-23T08:51:44,Days,DTC web,8,0,0,163.2,0,0,1
BL-10745,FNT-12,baseline,0,2025-01-23T06:19:17,2025-01-23T08:19:17,Days,Store replen,5,0,0,131.6,0,0,1
BL-10746,FNT-12,baseline,0,2025-01-23T06:26:31,2025-01-23T08:26:31,Days,DTC web,5,0,0,132.0,0,0,1
BL-10747,FNT-12,baseline,0,2025-01-23T14:37:02,2025-01-23T16:37:02,Swing,DTC web,1,1,0,102.2,1,1,0
BL-10748,FNT-12,baseline,0,2025-01-23T14:11:47,2025-01-23T16:11:47,Swing,DTC web,4,0,0,127.4,2,1,1
BL-10749,FNT-12,baseline,0,2025-01-23T14:09:13,2025-01-23T16:09:13,Swing,Store replen,6,0,0,136.7,1,1,1
BL-10750,FNT-12,baseline,0,2025-01-23T14:49:13,2025-01-23T16:49:13,Swing,Store replen,6,0,0,137.5,0,0,1
BL-10751,FNT-12,baseline,0,2025-01-23T14:30:20,2025-01-23T16:30:20,Swing,DTC web,5,0,0,127.5,0,0,1
BL-10752,FNT-12,baseline,0,2025-01-23T14:43:15,2025-01-23T16:43:15,Swing,DTC web,6,0,0,163.2,2,1,1
BL-10753,FNT-12,baseline,0,2025-01-23T22:15:46,2025-01-24T00:15:46,Night,DTC web,1,0,0,126.9,0,0,1
BL-10754,FNT-12,baseline,0,2025-01-23T22:39:06,2025-01-24T00:39:06,Night,Marketplace,12,0,0,192.9,0,0,1
BL-10755,FNT-12,baseline,0,2025-01-23T22:48:43,2025-01-24T00:48:43,Night,DTC web,3,0,0,129.2,0,0,1
BL-10756,FNT-12,baseline,0,2025-01-23T22:48:19,2025-01-24T00:48:19,Night,DTC web,2,1,0,125.2,0,0,1
BL-10757,FNT-12,baseline,0,2025-01-23T22:41:38,2025-01-24T00:41:38,Night,DTC web,3,0,0,113.7,1,1,0
BL-10758,FNT-12,baseline,0,2025-01-23T22:26:05,2025-01-24T00:26:05,Night,DTC web,2,1,0,139.8,0,0,1
BL-10759,FNT-12,baseline,0,2025-01-23T22:19:05,2025-01-24T00:19:05,Night,DTC web,1,1,0,112.4,1,0,0
BL-10760,AUS-01,baseline,0,2025-01-24T06:31:49,2025-01-24T08:31:49,Days,DTC web,3,0,1,85.7,0,0,0
BL-10761,AUS-01,baseline,0,2025-01-24T06:40:09,2025-01-24T08:40:09,Days,Marketplace,6,0,0,122.0,1,1,1
BL-10762,AUS-01,baseline,0,2025-01-24T06:15:46,2025-01-24T08:15:46,Days,DTC web,2,1,0,105.3,1,1,0
BL-10763,AUS-01,baseline,0,2025-01-24T06:42:26,2025-01-24T08:42:26,Days,Store replen,4,0,1,95.6,0,0,0
BL-10764,AUS-01,baseline,0,2025-01-24T06:50:45,2025-01-24T08:50:45,Days,Marketplace,4,0,0,115.8,1,0,0
BL-10765,AUS-01,baseline,0,2025-01-24T06:09:24,2025-01-24T08:09:24,Days,DTC web,2,0,0,89.7,0,0,0
BL-10766,AUS-01,baseline,0,2025-01-24T14:15:01,2025-01-24T16:15:01,Swing,Marketplace,5,0,0,127.6,0,0,1
BL-10767,AUS-01,baseline,0,2025-01-24T14:19:17,2025-01-24T16:19:17,Swing,Store replen,3,0,0,88.0,0,0,0
BL-10768,AUS-01,baseline,0,2025-01-24T14:23:10,2025-01-24T16:23:10,Swing,Marketplace,3,0,0,107.4,0,0,0
BL-10769,AUS-01,baseline,0,2025-01-24T14:37:37,2025-01-24T16:37:37,Swing,DTC web,1,1,0,90.6,0,0,0
BL-10770,AUS-01,baseline,0,2025-01-24T22:26:29,2025-01-25T00:26:29,Night,DTC web,2,1,0,91.7,0,0,0
BL-10771,AUS-01,baseline,0,2025-01-24T22:16:09,2025-01-25T00:16:09,Night,Marketplace,9,0,0,149.0,1,1,1
BL-10772,AUS-01,baseline,0,2025-01-24T22:38:04,2025-01-25T00:38:04,Night,DTC web,3,0,0,130.2,1,1,1
BL-10773,EWR-07,baseline,0,2025-01-24T06:32:28,2025-01-24T08:32:28,Days,Store replen,3,0,0,96.8,0,0,0
BL-10774,EWR-07,baseline,0,2025-01-24T06:13:35,2025-01-24T08:13:35,Days,Marketplace,2,1,0,95.6,0,0,0
BL-10775,EWR-07,baseline,0,2025-01-24T06:11:47,2025-01-24T08:11:47,Days,Store replen,2,0,0,101.3,0,0,0
BL-10776,EWR-07,baseline,0,2025-01-24T06:48:39,2025-01-24T08:48:39,Days,Marketplace,3,0,0,112.8,0,0,0
BL-10777,EWR-07,baseline,0,2025-01-24T06:23:33,2025-01-24T08:23:33,Days,Marketplace,2,1,0,110.3,1,1,0
BL-10778,EWR-07,baseline,0,2025-01-24T14:10:41,2025-01-24T16:10:41,Swing,Store replen,3,0,0,149.8,1,1,1
BL-10779,EWR-07,baseline,0,2025-01-24T14:22:10,2025-01-24T16:22:10,Swing,DTC web,2,1,0,107.9,0,0,0
BL-10780,EWR-07,baseline,0,2025-01-24T14:32:36,2025-01-24T16:32:36,Swing,DTC web,4,0,0,107.0,0,0,0
BL-10781,EWR-07,baseline,0,2025-01-24T14:50:13,2025-01-24T16:50:13,Swing,DTC web,5,0,0,104.7,0,0,0
BL-10782,EWR-07,baseline,0,2025-01-24T14:44:43,2025-01-24T16:44:43,Swing,Marketplace,1,1,0,87.0,0,0,0
BL-10783,EWR-07,baseline,0,2025-01-24T14:30:43,2025-01-24T16:30:43,Swing,Marketplace,9,0,0,143.9,1,1,1
BL-10784,EWR-07,baseline,0,2025-01-24T14:32:36,2025-01-24T16:32:36,Swing,DTC web,7,0,0,128.8,1,1,1
BL-10785,EWR-07,baseline,0,2025-01-24T14:50:29,2025-01-24T16:50:29,Swing,DTC web,7,0,0,128.3,0,0,1
BL-10786,EWR-07,baseline,0,2025-01-24T14:08:18,2025-01-24T16:08:18,Swing,Store replen,3,0,0,99.1,0,0,0
BL-10787,EWR-07,baseline,0,2025-01-24T14:14:36,2025-01-24T16:14:36,Swing,Marketplace,4,0,0,102.7,0,0,0
BL-10788,EWR-07,baseline,0,2025-01-24T22:34:38,2025-01-25T00:34:38,Night,DTC web,1,1,0,87.5,0,0,0
BL-10789,EWR-07,baseline,0,2025-01-24T22:40:38,2025-01-25T00:40:38,Night,Marketplace,10,0,0,171.2,0,0,1
BL-10790,EWR-07,baseline,0,2025-01-24T22:39:16,2025-01-25T00:39:16,Night,DTC web,3,0,0,132.4,0,0,1
BL-10791,EWR-07,baseline,0,2025-01-24T22:35:38,2025-01-25T00:35:38,Night,Marketplace,2,0,0,95.8,0,0,0
BL-10792,EWR-07,baseline,0,2025-01-24T22:08:46,2025-01-25T00:08:46,Night,DTC web,8,0,0,156.1,0,0,1
BL-10793,FNT-12,baseline,0,2025-01-24T06:09:09,2025-01-24T08:09:09,Days,Store replen,4,0,0,109.3,0,0,0
BL-10794,FNT-12,baseline,0,2025-01-24T06:29:21,2025-01-24T08:29:21,Days,Store replen,5,0,0,126.4,0,0,1
BL-10795,FNT-12,baseline,0,2025-01-24T14:51:32,2025-01-24T16:51:32,Swing,DTC web,8,0,0,146.4,0,0,1
BL-10796,FNT-12,baseline,0,2025-01-24T14:28:28,2025-01-24T16:28:28,Swing,DTC web,3,0,0,109.5,0,0,0
BL-10797,FNT-12,baseline,0,2025-01-24T14:51:35,2025-01-24T16:51:35,Swing,Marketplace,3,0,0,125.1,1,0,1
BL-10798,FNT-12,baseline,0,2025-01-24T14:23:37,2025-01-24T16:23:37,Swing,DTC web,3,0,0,113.1,0,0,0
BL-10799,FNT-12,baseline,0,2025-01-24T14:49:05,2025-01-24T16:49:05,Swing,DTC web,1,1,0,89.6,0,0,0
BL-10800,FNT-12,baseline,0,2025-01-24T14:09:07,2025-01-24T16:09:07,Swing,DTC web,4,0,0,120.8,1,0,1
BL-10801,FNT-12,baseline,0,2025-01-24T22:29:22,2025-01-25T00:29:22,Night,Marketplace,2,1,0,109.0,0,0,0
BL-10802,FNT-12,baseline,0,2025-01-24T22:33:34,2025-01-25T00:33:34,Night,DTC web,4,0,0,139.4,0,0,1
BL-10803,FNT-12,baseline,0,2025-01-24T22:26:16,2025-01-25T00:26:16,Night,DTC web,2,0,1,129.8,0,0,1
BL-10804,FNT-12,baseline,0,2025-01-24T22:36:06,2025-01-25T00:36:06,Night,DTC web,4,0,0,157.0,1,1,1
BL-10805,FNT-12,baseline,0,2025-01-24T22:24:17,2025-01-25T00:24:17,Night,DTC web,3,0,0,147.7,0,0,1
BL-10806,FNT-12,baseline,0,2025-01-24T22:26:36,2025-01-25T00:26:36,Night,DTC web,3,0,0,125.2,1,1,1
BL-10807,FNT-12,baseline,0,2025-01-24T22:36:49,2025-01-25T00:36:49,Night,DTC web,5,0,0,134.6,0,0,1
BL-10808,AUS-01,baseline,0,2025-01-25T06:09:10,2025-01-25T08:09:10,Days,DTC web,8,0,0,157.3,1,0,1
BL-10809,AUS-01,baseline,0,2025-01-25T06:15:45,2025-01-25T08:15:45,Days,DTC web,2,0,0,88.7,0,0,0
BL-10810,AUS-01,baseline,0,2025-01-25T06:10:49,2025-01-25T08:10:49,Days,Marketplace,1,1,0,75.7,0,0,0
BL-10811,AUS-01,baseline,0,2025-01-25T14:11:23,2025-01-25T16:11:23,Swing,Store replen,2,0,0,89.5,0,0,0
BL-10812,AUS-01,baseline,0,2025-01-25T14:31:22,2025-01-25T16:31:22,Swing,Store replen,6,0,1,108.4,0,0,0
BL-10813,AUS-01,baseline,0,2025-01-25T14:09:33,2025-01-25T16:09:33,Swing,DTC web,6,0,0,116.4,0,0,0
BL-10814,AUS-01,baseline,0,2025-01-25T22:08:48,2025-01-26T00:08:48,Night,DTC web,3,0,0,113.7,0,0,0
BL-10815,AUS-01,baseline,0,2025-01-25T22:14:33,2025-01-26T00:14:33,Night,Marketplace,8,0,0,137.2,0,0,1
BL-10816,EWR-07,baseline,0,2025-01-25T06:25:38,2025-01-25T08:25:38,Days,DTC web,1,0,1,82.1,0,0,0
BL-10817,EWR-07,baseline,0,2025-01-25T06:18:08,2025-01-25T08:18:08,Days,Marketplace,1,1,0,92.1,1,0,0
BL-10818,EWR-07,baseline,0,2025-01-25T06:17:00,2025-01-25T08:17:00,Days,DTC web,1,1,0,83.5,0,0,0
BL-10819,EWR-07,baseline,0,2025-01-25T06:39:03,2025-01-25T08:39:03,Days,DTC web,5,0,0,111.8,0,0,0
BL-10820,EWR-07,baseline,0,2025-01-25T06:10:33,2025-01-25T08:10:33,Days,Store replen,1,0,0,88.4,0,0,0
BL-10821,EWR-07,baseline,0,2025-01-25T14:37:45,2025-01-25T16:37:45,Swing,DTC web,2,1,0,89.6,0,0,0
BL-10822,EWR-07,baseline,0,2025-01-25T14:29:05,2025-01-25T16:29:05,Swing,Store replen,1,0,0,115.9,0,0,0
BL-10823,EWR-07,baseline,0,2025-01-25T22:27:24,2025-01-26T00:27:24,Night,Store replen,1,0,0,114.3,2,1,0
BL-10824,EWR-07,baseline,0,2025-01-25T22:19:17,2025-01-26T00:19:17,Night,DTC web,2,1,0,98.7,0,0,0
BL-10825,EWR-07,baseline,0,2025-01-25T22:08:43,2025-01-26T00:08:43,Night,DTC web,1,1,0,95.1,1,1,0
BL-10826,EWR-07,baseline,0,2025-01-25T22:11:24,2025-01-26T00:11:24,Night,Store replen,2,0,0,96.5,0,0,0
BL-10827,EWR-07,baseline,0,2025-01-25T22:48:28,2025-01-26T00:48:28,Night,DTC web,2,0,0,102.0,0,0,0
BL-10828,FNT-12,baseline,0,2025-01-25T06:08:25,2025-01-25T08:08:25,Days,DTC web,2,1,0,127.3,0,0,1
BL-10829,FNT-12,baseline,0,2025-01-25T06:50:48,2025-01-25T08:50:48,Days,Store replen,2,0,0,123.7,1,0,1
BL-10830,FNT-12,baseline,0,2025-01-25T06:17:03,2025-01-25T08:17:03,Days,DTC web,2,1,0,95.8,0,0,0
BL-10831,FNT-12,baseline,0,2025-01-25T06:34:44,2025-01-25T08:34:44,Days,Marketplace,5,0,0,125.9,1,1,1
BL-10832,FNT-12,baseline,0,2025-01-25T06:42:04,2025-01-25T08:42:04,Days,Store replen,2,0,0,93.5,0,0,0
BL-10833,FNT-12,baseline,0,2025-01-25T06:20:19,2025-01-25T08:20:19,Days,DTC web,5,0,0,130.2,1,0,1
BL-10834,FNT-12,baseline,0,2025-01-25T06:34:09,2025-01-25T08:34:09,Days,DTC web,2,1,0,104.3,1,1,0
BL-10835,FNT-12,baseline,0,2025-01-25T14:22:30,2025-01-25T16:22:30,Swing,Store replen,6,0,0,140.4,1,1,1
BL-10836,FNT-12,baseline,0,2025-01-25T14:33:30,2025-01-25T16:33:30,Swing,DTC web,7,0,0,123.5,0,0,1
BL-10837,FNT-12,baseline,0,2025-01-25T14:32:35,2025-01-25T16:32:35,Swing,DTC web,5,0,0,141.1,0,0,1
BL-10838,FNT-12,baseline,0,2025-01-25T14:18:18,2025-01-25T16:18:18,Swing,DTC web,9,0,0,158.5,0,0,1
BL-10839,FNT-12,baseline,0,2025-01-25T22:29:35,2025-01-26T00:29:35,Night,DTC web,3,0,0,145.0,0,0,1
BL-10840,FNT-12,baseline,0,2025-01-25T22:32:24,2025-01-26T00:32:24,Night,Marketplace,2,1,0,110.8,0,0,0
BL-10841,AUS-01,baseline,0,2025-01-27T06:44:34,2025-01-27T08:44:34,Days,Marketplace,1,1,0,105.6,0,0,0
BL-10842,AUS-01,baseline,0,2025-01-27T06:50:05,2025-01-27T08:50:05,Days,DTC web,2,1,0,81.9,0,0,0
BL-10843,AUS-01,baseline,0,2025-01-27T06:43:37,2025-01-27T08:43:37,Days,DTC web,2,0,0,79.8,0,0,0
BL-10844,AUS-01,baseline,0,2025-01-27T06:15:37,2025-01-27T08:15:37,Days,Marketplace,6,0,0,90.1,0,0,0
BL-10845,AUS-01,baseline,0,2025-01-27T06:47:17,2025-01-27T08:47:17,Days,DTC web,2,1,0,83.2,1,1,0
BL-10846,AUS-01,baseline,0,2025-01-27T14:12:26,2025-01-27T16:12:26,Swing,DTC web,1,1,0,93.6,1,1,0
BL-10847,AUS-01,baseline,0,2025-01-27T14:21:29,2025-01-27T16:21:29,Swing,Marketplace,1,1,0,84.9,0,0,0
BL-10848,AUS-01,baseline,0,2025-01-27T14:24:23,2025-01-27T16:24:23,Swing,Store replen,1,0,0,76.7,0,0,0
BL-10849,AUS-01,baseline,0,2025-01-27T22:18:31,2025-01-28T00:18:31,Night,Marketplace,7,0,0,150.8,1,1,1
BL-10850,AUS-01,baseline,0,2025-01-27T22:22:20,2025-01-28T00:22:20,Night,DTC web,6,0,0,142.7,1,0,1
BL-10851,EWR-07,baseline,0,2025-01-27T06:51:43,2025-01-27T08:51:43,Days,Marketplace,11,0,1,157.1,0,0,1
BL-10852,EWR-07,baseline,0,2025-01-27T06:16:22,2025-01-27T08:16:22,Days,Store replen,2,0,0,86.5,0,0,0
BL-10853,EWR-07,baseline,0,2025-01-27T06:09:21,2025-01-27T08:09:21,Days,Store replen,4,0,0,117.9,0,0,0
BL-10854,EWR-07,baseline,0,2025-01-27T06:19:01,2025-01-27T08:19:01,Days,DTC web,4,0,0,106.5,0,0,0
BL-10855,EWR-07,baseline,0,2025-01-27T06:35:28,2025-01-27T08:35:28,Days,Marketplace,4,0,0,135.2,0,0,1
BL-10856,EWR-07,baseline,0,2025-01-27T06:21:43,2025-01-27T08:21:43,Days,Store replen,7,0,0,150.1,1,1,1
BL-10857,EWR-07,baseline,0,2025-01-27T06:13:03,2025-01-27T08:13:03,Days,DTC web,7,0,0,164.1,2,1,1
BL-10858,EWR-07,baseline,0,2025-01-27T14:24:28,2025-01-27T16:24:28,Swing,Store replen,3,0,0,113.8,1,1,0
BL-10859,EWR-07,baseline,0,2025-01-27T14:39:39,2025-01-27T16:39:39,Swing,Marketplace,1,0,0,127.3,0,0,1
BL-10860,EWR-07,baseline,0,2025-01-27T14:09:10,2025-01-27T16:09:10,Swing,Marketplace,2,1,0,102.6,0,0,0
BL-10861,EWR-07,baseline,0,2025-01-27T14:44:21,2025-01-27T16:44:21,Swing,Marketplace,6,0,0,130.1,1,1,1
BL-10862,EWR-07,baseline,0,2025-01-27T14:34:46,2025-01-27T16:34:46,Swing,DTC web,13,0,1,160.7,0,0,1
BL-10863,EWR-07,baseline,0,2025-01-27T14:21:17,2025-01-27T16:21:17,Swing,DTC web,3,0,0,99.4,0,0,0
BL-10864,EWR-07,baseline,0,2025-01-27T14:17:31,2025-01-27T16:17:31,Swing,DTC web,4,0,0,100.8,0,0,0
BL-10865,EWR-07,baseline,0,2025-01-27T14:35:31,2025-01-27T16:35:31,Swing,DTC web,2,1,0,99.7,0,0,0
BL-10866,EWR-07,baseline,0,2025-01-27T14:22:15,2025-01-27T16:22:15,Swing,DTC web,6,0,0,128.3,0,0,1
BL-10867,EWR-07,baseline,0,2025-01-27T14:37:06,2025-01-27T16:37:06,Swing,DTC web,2,1,0,93.6,0,0,0
BL-10868,EWR-07,baseline,0,2025-01-27T22:22:08,2025-01-28T00:22:08,Night,DTC web,2,1,0,109.0,0,0,0
BL-10869,EWR-07,baseline,0,2025-01-27T22:11:06,2025-01-28T00:11:06,Night,Marketplace,3,0,0,131.2,0,0,1
BL-10870,EWR-07,baseline,0,2025-01-27T22:39:19,2025-01-28T00:39:19,Night,DTC web,10,0,0,168.5,0,0,1
BL-10871,EWR-07,baseline,0,2025-01-27T22:19:46,2025-01-28T00:19:46,Night,DTC web,6,0,0,135.1,0,0,1
BL-10872,EWR-07,baseline,0,2025-01-27T22:35:09,2025-01-28T00:35:09,Night,DTC web,8,0,0,138.2,0,0,1
BL-10873,EWR-07,baseline,0,2025-01-27T22:31:32,2025-01-28T00:31:32,Night,DTC web,1,1,0,112.5,0,0,0
BL-10874,EWR-07,baseline,0,2025-01-27T22:34:02,2025-01-28T00:34:02,Night,DTC web,3,0,0,112.6,0,0,0
BL-10875,FNT-12,baseline,0,2025-01-27T06:08:43,2025-01-27T08:08:43,Days,DTC web,9,0,0,152.3,1,1,1
BL-10876,FNT-12,baseline,0,2025-01-27T06:33:45,2025-01-27T08:33:45,Days,Store replen,1,0,0,113.9,0,0,0
BL-10877,FNT-12,baseline,0,2025-01-27T14:44:11,2025-01-27T16:44:11,Swing,DTC web,3,0,0,110.7,0,0,0
