order_id,step_id,step_name,step_seq,started_at,ended_at,dwell_minutes
BL-10277,slot_locate,Slot locate,2,2025-01-11T14:21:46,2025-01-11T14:31:04,9.3
BL-10277,pick,Pick,3,2025-01-11T14:31:04,2025-01-11T15:29:16,58.2
BL-10277,pack,Pack,4,2025-01-11T15:29:16,2025-01-11T15:40:40,11.4
BL-10277,qc,QC gate,5,2025-01-11T15:40:40,2025-01-11T15:55:58,15.3
BL-10277,stage_ship,Stage & ship,6,2025-01-11T16:10:58,2025-01-11T16:23:40,12.7
BL-10278,wave_release,Wave release,1,2025-01-11T14:11:01,2025-01-11T14:17:19,6.3
BL-10278,slot_locate,Slot locate,2,2025-01-11T14:17:19,2025-01-11T14:23:31,6.2
BL-10278,pick,Pick,3,2025-01-11T14:23:31,2025-01-11T15:03:43,40.2
BL-10278,pack,Pack,4,2025-01-11T15:03:43,2025-01-11T15:13:13,9.5
BL-10278,qc,QC gate,5,2025-01-11T15:13:13,2025-01-11T15:37:13,24.0
BL-10278,stage_ship,Stage & ship,6,2025-01-11T15:37:13,2025-01-11T15:48:13,11.0
BL-10279,wave_release,Wave release,1,2025-01-11T14:36:06,2025-01-11T14:40:36,4.5
BL-10279,slot_locate,Slot locate,2,2025-01-11T14:40:36,2025-01-11T14:55:42,15.1
BL-10279,pick,Pick,3,2025-01-11T14:55:42,2025-01-11T15:49:00,53.3
BL-10279,pack,Pack,4,2025-01-11T15:49:00,2025-01-11T16:01:06,12.1
BL-10279,qc,QC gate,5,2025-01-11T16:01:06,2025-01-11T16:19:24,18.3
BL-10279,stage_ship,Stage & ship,6,2025-01-11T16:19:24,2025-01-11T16:29:42,10.3
BL-10280,wave_release,Wave release,1,2025-01-11T22:40:43,2025-01-11T22:46:31,5.8
BL-10280,slot_locate,Slot locate,2,2025-01-11T22:46:31,2025-01-11T23:00:55,14.4
BL-10280,pick,Pick,3,2025-01-11T23:00:55,2025-01-12T00:26:13,85.3
BL-10280,pack,Pack,4,2025-01-12T00:26:13,2025-01-12T00:40:13,14.0
BL-10280,qc,QC gate,5,2025-01-12T00:40:13,2025-01-12T01:01:01,20.8
BL-10280,stage_ship,Stage & ship,6,2025-01-12T01:01:01,2025-01-12T01:12:37,11.6
BL-10281,wave_release,Wave release,1,2025-01-11T22:50:47,2025-01-11T22:58:53,8.1
BL-10281,slot_locate,Slot locate,2,2025-01-11T22:58:53,2025-01-11T23:07:35,8.7
BL-10281,pick,Pick,3,2025-01-11T23:07:35,2025-01-12T00:05:29,57.9
BL-10281,pack,Pack,4,2025-01-12T00:05:29,2025-01-12T00:21:17,15.8
BL-10281,qc,QC gate,5,2025-01-12T00:21:17,2025-01-12T00:42:41,21.4
BL-10281,stage_ship,Stage & ship,6,2025-01-12T00:42:41,2025-01-12T00:51:29,8.8
BL-10282,wave_release,Wave release,1,2025-01-11T22:35:21,2025-01-11T22:42:33,7.2
BL-10282,slot_locate,Slot locate,2,2025-01-11T22:42:33,2025-01-11T22:57:09,14.6
BL-10282,pick,Pick,3,2025-01-11T22:57:09,2025-01-12T00:33:21,96.2
BL-10282,pack,Pack,4,2025-01-12T00:33:21,2025-01-12T00:51:57,18.6
BL-10282,qc,QC gate,5,2025-01-12T00:51:57,2025-01-12T01:12:39,20.7
BL-10282,stage_ship,Stage & ship,6,2025-01-12T01:12:39,2025-01-12T01:24:45,12.1
BL-10283,wave_release,Wave release,1,2025-01-11T22:25:10,2025-01-11T22:32:10,7.0
BL-10283,slot_locate,Slot locate,2,2025-01-11T22:32:10,2025-01-11T22:40:52,8.7
BL-10283,pick,Pick,3,2025-01-11T22:40:52,2025-01-11T23:41:28,60.6
BL-10283,pack,Pack,4,2025-01-11T23:50:34,2025-01-12T00:14:04,23.5
BL-10283,qc,QC gate,5,2025-01-12T00:14:04,2025-01-12T00:41:52,27.8
BL-10283,stage_ship,Stage & ship,6,2025-01-12T00:41:52,2025-01-12T00:52:52,11.0
BL-10284,wave_release,Wave release,1,2025-01-13T06:48:07,2025-01-13T06:53:49,5.7
BL-10284,slot_locate,Slot locate,2,2025-01-13T06:53:49,2025-01-13T07:02:13,8.4
BL-10284,pick,Pick,3,2025-01-13T07:02:13,2025-01-13T08:07:13,65.0
BL-10284,pack,Pack,4,2025-01-13T08:07:13,2025-01-13T08:22:07,14.9
BL-10284,qc,QC gate,5,2025-01-13T08:22:07,2025-01-13T08:35:49,13.7
BL-10284,stage_ship,Stage & ship,6,2025-01-13T08:35:49,2025-01-13T08:46:13,10.4
BL-10285,wave_release,Wave release,1,2025-01-13T06:18:28,2025-01-13T06:22:16,3.8
BL-10285,slot_locate,Slot locate,2,2025-01-13T06:22:16,2025-01-13T06:29:10,6.9
BL-10285,pick,Pick,3,2025-01-13T06:29:10,2025-01-13T07:57:16,88.1
BL-10285,pack,Pack,4,2025-01-13T07:57:16,2025-01-13T08:08:10,10.9
BL-10285,qc,QC gate,5,2025-01-13T08:08:10,2025-01-13T08:17:34,9.4
BL-10285,stage_ship,Stage & ship,6,2025-01-13T08:17:34,2025-01-13T08:26:16,8.7
BL-10286,wave_release,Wave release,1,2025-01-13T06:48:11,2025-01-13T06:54:05,5.9
BL-10286,slot_locate,Slot locate,2,2025-01-13T06:54:05,2025-01-13T07:08:11,14.1
BL-10286,pick,Pick,3,2025-01-13T07:08:11,2025-01-13T08:32:35,84.4
BL-10286,pack,Pack,4,2025-01-13T08:32:35,2025-01-13T08:49:23,16.8
BL-10286,qc,QC gate,5,2025-01-13T08:49:23,2025-01-13T09:02:35,13.2
BL-10286,stage_ship,Stage & ship,6,2025-01-13T09:02:35,2025-01-13T09:09:53,7.3
BL-10287,wave_release,Wave release,1,2025-01-13T06:36:33,2025-01-13T06:39:27,2.9
BL-10287,slot_locate,Slot locate,2,2025-01-13T06:39:27,2025-01-13T06:44:21,4.9
BL-10287,pick,Pick,3,2025-01-13T06:44:21,2025-01-13T07:23:39,39.3
BL-10287,pack,Pack,4,2025-01-13T07:23:39,2025-01-13T07:33:45,10.1
BL-10287,qc,QC gate,5,2025-01-13T07:33:45,2025-01-13T07:45:03,11.3
BL-10287,stage_ship,Stage & ship,6,2025-01-13T07:45:03,2025-01-13T07:56:51,11.8
BL-10288,wave_release,Wave release,1,2025-01-13T14:08:23,2025-01-13T14:12:59,4.6
BL-10288,slot_locate,Slot locate,2,2025-01-13T14:12:59,2025-01-13T14:20:29,7.5
BL-10288,pick,Pick,3,2025-01-13T14:20:29,2025-01-13T15:47:35,87.1
BL-10288,pack,Pack,4,2025-01-13T15:47:35,2025-01-13T15:57:23,9.8
BL-10288,qc,QC gate,5,2025-01-13T15:57:23,2025-01-13T16:14:17,16.9
BL-10288,stage_ship,Stage & ship,6,2025-01-13T16:14:17,2025-01-13T16:21:41,7.4
BL-10289,wave_release,Wave release,1,2025-01-13T14:48:37,2025-01-13T14:54:25,5.8
BL-10289,slot_locate,Slot locate,2,2025-01-13T14:54:25,2025-01-13T15:07:01,12.6
BL-10289,pick,Pick,3,2025-01-13T15:07:01,2025-01-13T15:52:25,45.4
BL-10289,pack,Pack,4,2025-01-13T15:52:25,2025-01-13T16:04:55,12.5
BL-10289,qc,QC gate,5,2025-01-13T16:04:55,2025-01-13T16:20:43,15.8
BL-10289,stage_ship,Stage & ship,6,2025-01-13T16:20:43,2025-01-13T16:35:13,14.5
BL-10290,wave_release,Wave release,1,2025-01-13T14:28:17,2025-01-13T14:31:35,3.3
BL-10290,slot_locate,Slot locate,2,2025-01-13T14:31:35,2025-01-13T14:41:05,9.5
BL-10290,pick,Pick,3,2025-01-13T14:41:05,2025-01-13T15:06:41,25.6
BL-10290,pack,Pack,4,2025-01-13T15:06:41,2025-01-13T15:17:23,10.7
BL-10290,qc,QC gate,5,2025-01-13T15:17:23,2025-01-13T15:36:47,19.4
BL-10290,stage_ship,Stage & ship,6,2025-01-13T15:36:47,2025-01-13T15:43:05,6.3
BL-10291,wave_release,Wave release,1,2025-01-13T22:32:00,2025-01-13T22:36:00,4.0
BL-10291,slot_locate,Slot locate,2,2025-01-13T22:36:00,2025-01-13T22:44:24,8.4
BL-10291,pick,Pick,3,2025-01-13T22:44:24,2025-01-13T23:50:54,66.5
BL-10291,pack,Pack,4,2025-01-13T23:50:54,2025-01-14T00:07:48,16.9
BL-10291,qc,QC gate,5,2025-01-14T00:07:48,2025-01-14T00:25:54,18.1
BL-10291,stage_ship,Stage & ship,6,2025-01-14T00:25:54,2025-01-14T00:36:06,10.2
BL-10292,wave_release,Wave release,1,2025-01-13T22:26:25,2025-01-13T22:31:31,5.1
BL-10292,slot_locate,Slot locate,2,2025-01-13T22:31:31,2025-01-13T22:39:25,7.9
BL-10292,pick,Pick,3,2025-01-13T22:39:25,2025-01-13T23:16:13,36.8
BL-10292,pack,Pack,4,2025-01-13T23:16:13,2025-01-13T23:34:55,18.7
BL-10292,qc,QC gate,5,2025-01-13T23:34:55,2025-01-13T23:49:37,14.7
BL-10292,stage_ship,Stage & ship,6,2025-01-13T23:49:37,2025-01-13T23:58:25,8.8
BL-10293,wave_release,Wave release,1,2025-01-13T22:17:39,2025-01-13T22:21:39,4.0
BL-10293,slot_locate,Slot locate,2,2025-01-13T22:21:39,2025-01-13T22:25:51,4.2
BL-10293,pick,Pick,3,2025-01-13T22:25:51,2025-01-13T23:09:33,43.7
BL-10293,pack,Pack,4,2025-01-13T23:09:33,2025-01-13T23:20:33,11.0
BL-10293,qc,QC gate,5,2025-01-13T23:20:33,2025-01-13T23:44:57,24.4
BL-10293,stage_ship,Stage & ship,6,2025-01-13T23:44:57,2025-01-13T23:52:21,7.4
BL-10294,wave_release,Wave release,1,2025-01-13T22:48:18,2025-01-13T22:51:12,2.9
BL-10294,slot_locate,Slot locate,2,2025-01-13T22:51:12,2025-01-13T23:01:00,9.8
BL-10294,pick,Pick,3,2025-01-13T23:01:00,2025-01-14T00:13:06,72.1
BL-10294,pack,Pack,4,2025-01-14T00:13:06,2025-01-14T00:32:42,19.6
BL-10294,qc,QC gate,5,2025-01-14T00:32:42,2025-01-14T00:50:42,18.0
BL-10294,stage_ship,Stage & ship,6,2025-01-14T00:50:42,2025-01-14T01:02:00,11.3
BL-10295,wave_release,Wave release,1,2025-01-13T22:09:06,2025-01-13T22:12:00,2.9
BL-10295,slot_locate,Slot locate,2,2025-01-13T22:12:00,2025-01-13T22:17:30,5.5
BL-10295,pick,Pick,3,2025-01-13T22:17:30,2025-01-13T22:50:30,33.0
BL-10295,pack,Pack,4,2025-01-13T22:50:30,2025-01-13T23:08:06,17.6
BL-10295,qc,QC gate,5,2025-01-13T23:08:06,2025-01-13T23:27:42,19.6
BL-10295,stage_ship,Stage & ship,6,2025-01-13T23:27:42,2025-01-13T23:36:54,9.2
BL-10296,wave_release,Wave release,1,2025-01-13T06:21:31,2025-01-13T06:25:25,3.9
BL-10296,slot_locate,Slot locate,2,2025-01-13T06:25:25,2025-01-13T06:35:37,10.2
BL-10296,pick,Pick,3,2025-01-13T06:35:37,2025-01-13T07:04:01,28.4
BL-10296,pack,Pack,4,2025-01-13T07:04:01,2025-01-13T07:18:43,14.7
BL-10296,qc,QC gate,5,2025-01-13T07:18:43,2025-01-13T07:26:55,8.2
BL-10296,stage_ship,Stage & ship,6,2025-01-13T07:26:55,2025-01-13T07:36:37,9.7
BL-10297,wave_release,Wave release,1,2025-01-13T06:44:19,2025-01-13T06:50:07,5.8
BL-10297,slot_locate,Slot locate,2,2025-01-13T06:50:07,2025-01-13T06:59:43,9.6
BL-10297,pick,Pick,3,2025-01-13T06:59:43,2025-01-13T07:52:25,52.7
BL-10297,pack,Pack,4,2025-01-13T07:52:25,2025-01-13T08:12:07,19.7
BL-10297,qc,QC gate,5,2025-01-13T08:12:07,2025-01-13T08:27:07,15.0
BL-10297,stage_ship,Stage & ship,6,2025-01-13T08:27:07,2025-01-13T08:35:13,8.1
BL-10298,wave_release,Wave release,1,2025-01-13T06:20:29,2025-01-13T06:27:05,6.6
BL-10298,slot_locate,Slot locate,2,2025-01-13T06:27:05,2025-01-13T06:34:41,7.6
BL-10298,pick,Pick,3,2025-01-13T06:34:41,2025-01-13T07:11:05,36.4
BL-10298,pack,Pack,4,2025-01-13T07:11:05,2025-01-13T07:24:35,13.5
BL-10298,qc,QC gate,5,2025-01-13T07:24:35,2025-01-13T07:42:11,17.6
BL-10298,stage_ship,Stage & ship,6,2025-01-13T07:42:11,2025-01-13T07:51:59,9.8
BL-10299,wave_release,Wave release,1,2025-01-13T06:47:12,2025-01-13T06:54:12,7.0
BL-10299,slot_locate,Slot locate,2,2025-01-13T06:54:12,2025-01-13T07:03:48,9.6
BL-10299,pick,Pick,3,2025-01-13T07:03:48,2025-01-13T08:27:18,83.5
BL-10299,pack,Pack,4,2025-01-13T08:27:18,2025-01-13T08:35:18,8.0
BL-10299,qc,QC gate,5,2025-01-13T08:35:18,2025-01-13T08:51:30,16.2
BL-10299,stage_ship,Stage & ship,6,2025-01-13T08:51:30,2025-01-13T09:06:12,14.7
BL-10300,wave_release,Wave release,1,2025-01-13T06:33:32,2025-01-13T06:39:08,5.6
BL-10300,slot_locate,Slot locate,2,2025-01-13T06:39:08,2025-01-13T06:48:32,9.4
BL-10300,pick,Pick,3,2025-01-13T06:48:32,2025-01-13T07:40:38,52.1
BL-10300,pack,Pack,4,2025-01-13T07:40:38,2025-01-13T07:54:08,13.5
BL-10300,qc,QC gate,5,2025-01-13T07:54:08,2025-01-13T08:07:14,13.1
BL-10300,stage_ship,Stage & ship,6,2025-01-13T08:07:14,2025-01-13T08:16:32,9.3
BL-10301,wave_release,Wave release,1,2025-01-13T06:41:26,2025-01-13T06:46:08,4.7
BL-10301,slot_locate,Slot locate,2,2025-01-13T06:46:08,2025-01-13T06:52:50,6.7
BL-10301,pick,Pick,3,2025-01-13T06:52:50,2025-01-13T07:52:50,60.0
BL-10301,pack,Pack,4,2025-01-13T07:52:50,2025-01-13T08:04:56,12.1
BL-10301,qc,QC gate,5,2025-01-13T08:04:56,2025-01-13T08:23:08,18.2
BL-10301,stage_ship,Stage & ship,6,2025-01-13T08:23:08,2025-01-13T08:31:56,8.8
BL-10302,wave_release,Wave release,1,2025-01-13T14:18:31,2025-01-13T14:29:25,10.9
BL-10302,slot_locate,Slot locate,2,2025-01-13T14:29:25,2025-01-13T14:39:13,9.8
BL-10302,pick,Pick,3,2025-01-13T14:39:13,2025-01-13T15:36:37,57.4
BL-10302,pack,Pack,4,2025-01-13T15:36:37,2025-01-13T15:47:13,10.6
BL-10302,qc,QC gate,5,2025-01-13T15:47:13,2025-01-13T16:03:55,16.7
BL-10302,stage_ship,Stage & ship,6,2025-01-13T16:03:55,2025-01-13T16:15:49,11.9
BL-10303,wave_release,Wave release,1,2025-01-13T14:34:10,2025-01-13T14:38:52,4.7
BL-10303,slot_locate,Slot locate,2,2025-01-13T14:38:52,2025-01-13T14:46:16,7.4
BL-10303,pick,Pick,3,2025-01-13T14:46:16,2025-01-13T15:48:10,61.9
BL-10303,pack,Pack,4,2025-01-13T15:48:10,2025-01-13T16:01:16,13.1
BL-10303,qc,QC gate,5,2025-01-13T16:01:16,2025-01-13T16:22:28,21.2
BL-10303,stage_ship,Stage & ship,6,2025-01-13T16:22:28,2025-01-13T16:35:28,13.0
BL-10304,wave_release,Wave release,1,2025-01-13T14:29:19,2025-01-13T14:37:55,8.6
BL-10304,slot_locate,Slot locate,2,2025-01-13T14:37:55,2025-01-13T14:45:19,7.4
BL-10304,pick,Pick,3,2025-01-13T14:45:19,2025-01-13T15:35:01,49.7
BL-10304,pack,Pack,4,2025-01-13T15:35:01,2025-01-13T15:54:25,19.4
BL-10304,qc,QC gate,5,2025-01-13T16:12:43,2025-01-13T16:24:43,12.0
BL-10304,stage_ship,Stage & ship,6,2025-01-13T16:24:43,2025-01-13T16:34:13,9.5
BL-10305,wave_release,Wave release,1,2025-01-13T14:44:15,2025-01-13T14:51:09,6.9
BL-10305,slot_locate,Slot locate,2,2025-01-13T14:51:09,2025-01-13T15:00:15,9.1
BL-10305,pick,Pick,3,2025-01-13T15:00:15,2025-01-13T16:35:33,95.3
BL-10305,pack,Pack,4,2025-01-13T16:35:33,2025-01-13T16:52:39,17.1
BL-10305,qc,QC gate,5,2025-01-13T16:52:39,2025-01-13T17:12:27,19.8
BL-10305,stage_ship,Stage & ship,6,2025-01-13T17:12:27,2025-01-13T17:19:39,7.2
BL-10306,wave_release,Wave release,1,2025-01-13T14:26:36,2025-01-13T14:33:12,6.6
BL-10306,slot_locate,Slot locate,2,2025-01-13T14:33:12,2025-01-13T14:43:12,10.0
BL-10306,pick,Pick,3,2025-01-13T14:43:12,2025-01-13T15:37:30,54.3
BL-10306,pack,Pack,4,2025-01-13T15:37:30,2025-01-13T15:49:48,12.3
BL-10306,qc,QC gate,5,2025-01-13T15:49:48,2025-01-13T16:03:12,13.4
BL-10306,stage_ship,Stage & ship,6,2025-01-13T16:03:12,2025-01-13T16:16:06,12.9
BL-10307,wave_release,Wave release,1,2025-01-13T14:26:35,2025-01-13T14:31:41,5.1
BL-10307,slot_locate,Slot locate,2,2025-01-13T14:31:41,2025-01-13T14:40:53,9.2
BL-10307,pick,Pick,3,2025-01-13T14:40:53,2025-01-13T15:44:41,63.8
BL-10307,pack,Pack,4,2025-01-13T15:44:41,2025-01-13T15:57:53,13.2
BL-10307,qc,QC gate,5,2025-01-13T15:57:53,2025-01-13T16:13:47,15.9
BL-10307,stage_ship,Stage & ship,6,2025-01-13T16:13:47,2025-01-13T16:25:17,11.5
BL-10308,wave_release,Wave release,1,2025-01-13T14:08:35,2025-01-13T14:12:59,4.4
BL-10308,slot_locate,Slot locate,2,2025-01-13T14:12:59,2025-01-13T14:21:35,8.6
BL-10308,pick,Pick,3,2025-01-13T14:21:35,2025-01-13T14:53:17,31.7
BL-10308,pack,Pack,4,2025-01-13T14:53:17,2025-01-13T15:05:59,12.7
BL-10308,qc,QC gate,5,2025-01-13T15:05:59,2025-01-13T15:20:05,14.1
BL-10308,stage_ship,Stage & ship,6,2025-01-13T15:20:05,2025-01-13T15:32:41,12.6
BL-10309,wave_release,Wave release,1,2025-01-13T22:19:00,2025-01-13T22:25:00,6.0
BL-10309,slot_locate,Slot locate,2,2025-01-13T22:25:00,2025-01-13T22:35:36,10.6
BL-10309,pick,Pick,3,2025-01-13T22:35:36,2025-01-13T22:57:42,22.1
BL-10309,pack,Pack,4,2025-01-13T22:57:42,2025-01-13T23:18:42,21.0
BL-10309,qc,QC gate,5,2025-01-13T23:18:42,2025-01-13T23:46:48,28.1
BL-10309,stage_ship,Stage & ship,6,2025-01-13T23:46:48,2025-01-13T23:54:24,7.6
BL-10310,wave_release,Wave release,1,2025-01-13T22:43:00,2025-01-13T22:51:54,8.9
BL-10310,slot_locate,Slot locate,2,2025-01-13T22:51:54,2025-01-13T23:00:18,8.4
BL-10310,pick,Pick,3,2025-01-13T23:00:18,2025-01-13T23:29:18,29.0
BL-10310,pack,Pack,4,2025-01-13T23:29:18,2025-01-13T23:47:30,18.2
BL-10310,qc,QC gate,5,2025-01-13T23:47:30,2025-01-14T00:09:48,22.3
BL-10310,stage_ship,Stage & ship,6,2025-01-14T00:09:48,2025-01-14T00:23:18,13.5
BL-10311,wave_release,Wave release,1,2025-01-13T22:29:14,2025-01-13T22:33:14,4.0
BL-10311,slot_locate,Slot locate,2,2025-01-13T22:33:14,2025-01-13T22:44:14,11.0
BL-10311,pick,Pick,3,2025-01-13T22:44:14,2025-01-13T23:16:20,32.1
BL-10311,pack,Pack,4,2025-01-13T23:26:50,2025-01-13T23:39:14,12.4
BL-10311,qc,QC gate,5,2025-01-13T23:39:14,2025-01-14T00:01:08,21.9
BL-10311,stage_ship,Stage & ship,6,2025-01-14T00:01:08,2025-01-14T00:10:32,9.4
BL-10312,wave_release,Wave release,1,2025-01-13T22:08:35,2025-01-13T22:17:05,8.5
BL-10312,slot_locate,Slot locate,2,2025-01-13T22:17:05,2025-01-13T22:27:11,10.1
BL-10312,pick,Pick,3,2025-01-13T22:27:11,2025-01-13T23:29:35,62.4
BL-10312,pack,Pack,4,2025-01-13T23:29:35,2025-01-13T23:45:23,15.8
BL-10312,qc,QC gate,5,2025-01-13T23:45:23,2025-01-14T00:15:05,29.7
BL-10312,stage_ship,Stage & ship,6,2025-01-14T00:15:05,2025-01-14T00:24:05,9.0
BL-10313,wave_release,Wave release,1,2025-01-13T22:25:23,2025-01-13T22:29:41,4.3
BL-10313,slot_locate,Slot locate,2,2025-01-13T22:40:35,2025-01-13T22:47:41,7.1
BL-10313,pick,Pick,3,2025-01-13T22:47:41,2025-01-13T23:26:35,38.9
BL-10313,pack,Pack,4,2025-01-13T23:38:23,2025-01-13T23:49:47,11.4
BL-10313,qc,QC gate,5,2025-01-13T23:49:47,2025-01-14T00:07:41,17.9
BL-10313,stage_ship,Stage & ship,6,2025-01-14T00:07:41,2025-01-14T00:22:05,14.4
BL-10314,wave_release,Wave release,1,2025-01-13T22:10:26,2025-01-13T22:16:44,6.3
BL-10314,slot_locate,Slot locate,2,2025-01-13T22:16:44,2025-01-13T22:31:20,14.6
BL-10314,pick,Pick,3,2025-01-13T22:31:20,2025-01-13T23:34:14,62.9
BL-10314,pack,Pack,4,2025-01-13T23:34:14,2025-01-13T23:57:26,23.2
BL-10314,qc,QC gate,5,2025-01-13T23:57:26,2025-01-14T00:20:26,23.0
BL-10314,stage_ship,Stage & ship,6,2025-01-14T00:20:26,2025-01-14T00:30:14,9.8
BL-10315,wave_release,Wave release,1,2025-01-13T22:51:21,2025-01-13T23:00:03,8.7
BL-10315,slot_locate,Slot locate,2,2025-01-13T23:00:03,2025-01-13T23:12:57,12.9
BL-10315,pick,Pick,3,2025-01-13T23:12:57,2025-01-14T00:29:57,77.0
BL-10315,pack,Pack,4,2025-01-14T00:29:57,2025-01-14T00:46:21,16.4
BL-10315,qc,QC gate,5,2025-01-14T00:46:21,2025-01-14T00:59:39,13.3
BL-10315,stage_ship,Stage & ship,6,2025-01-14T00:59:39,2025-01-14T01:14:03,14.4
BL-10316,wave_release,Wave release,1,2025-01-13T22:44:28,2025-01-13T22:51:16,6.8
BL-10316,slot_locate,Slot locate,2,2025-01-13T22:51:16,2025-01-13T23:02:04,10.8
BL-10316,pick,Pick,3,2025-01-13T23:02:04,2025-01-13T23:46:22,44.3
BL-10316,pack,Pack,4,2025-01-13T23:46:22,2025-01-14T00:03:16,16.9
BL-10316,qc,QC gate,5,2025-01-14T00:14:22,2025-01-14T00:36:10,21.8
BL-10316,stage_ship,Stage & ship,6,2025-01-14T00:36:10,2025-01-14T00:45:46,9.6
BL-10317,wave_release,Wave release,1,2025-01-13T22:14:00,2025-01-13T22:18:12,4.2
BL-10317,slot_locate,Slot locate,2,2025-01-13T22:18:12,2025-01-13T22:26:54,8.7
BL-10317,pick,Pick,3,2025-01-13T22:26:54,2025-01-13T23:16:06,49.2
BL-10317,pack,Pack,4,2025-01-13T23:16:06,2025-01-13T23:30:24,14.3
BL-10317,qc,QC gate,5,2025-01-13T23:30:24,2025-01-13T23:46:42,16.3
BL-10317,stage_ship,Stage & ship,6,2025-01-13T23:46:42,2025-01-13T23:58:12,11.5
BL-10318,wave_release,Wave release,1,2025-01-13T06:31:49,2025-01-13T06:37:19,5.5
BL-10318,slot_locate,Slot locate,2,2025-01-13T06:37:19,2025-01-13T06:43:55,6.6
BL-10318,pick,Pick,3,2025-01-13T06:43:55,2025-01-13T07:23:49,39.9
BL-10318,pack,Pack,4,2025-01-13T07:23:49,2025-01-13T07:35:13,11.4
BL-10318,qc,QC gate,5,2025-01-13T07:35:13,2025-01-13T07:58:55,23.7
BL-10318,stage_ship,Stage & ship,6,2025-01-13T07:58:55,2025-01-13T08:15:13,16.3
BL-10319,wave_release,Wave release,1,2025-01-13T06:42:06,2025-01-13T06:49:00,6.9
BL-10319,slot_locate,Slot locate,2,2025-01-13T06:49:00,2025-01-13T07:00:06,11.1
BL-10319,pick,Pick,3,2025-01-13T07:00:06,2025-01-13T08:10:24,70.3
BL-10319,pack,Pack,4,2025-01-13T08:10:24,2025-01-13T08:32:18,21.9
BL-10319,qc,QC gate,5,2025-01-13T08:32:18,2025-01-13T08:54:12,21.9
BL-10319,stage_ship,Stage & ship,6,2025-01-13T08:54:12,2025-01-13T09:06:00,11.8
BL-10320,wave_release,Wave release,1,2025-01-13T06:28:35,2025-01-13T06:35:35,7.0
BL-10320,slot_locate,Slot locate,2,2025-01-13T06:35:35,2025-01-13T06:44:05,8.5
BL-10320,pick,Pick,3,2025-01-13T06:44:05,2025-01-13T08:19:35,95.5
BL-10320,pack,Pack,4,2025-01-13T08:30:05,2025-01-13T08:48:59,18.9
BL-10320,qc,QC gate,5,2025-01-13T08:48:59,2025-01-13T09:05:47,16.8
BL-10320,stage_ship,Stage & ship,6,2025-01-13T09:05:47,2025-01-13T09:14:29,8.7
BL-10321,wave_release,Wave release,1,2025-01-13T06:22:31,2025-01-13T06:28:31,6.0
BL-10321,slot_locate,Slot locate,2,2025-01-13T06:28:31,2025-01-13T06:38:19,9.8
BL-10321,pick,Pick,3,2025-01-13T06:38:19,2025-01-13T07:14:19,36.0
BL-10321,pack,Pack,4,2025-01-13T07:14:19,2025-01-13T07:33:55,19.6
BL-10321,qc,QC gate,5,2025-01-13T07:33:55,2025-01-13T07:50:31,16.6
BL-10321,stage_ship,Stage & ship,6,2025-01-13T07:50:31,2025-01-13T08:01:31,11.0
BL-10322,wave_release,Wave release,1,2025-01-13T06:49:05,2025-01-13T06:55:23,6.3
BL-10322,slot_locate,Slot locate,2,2025-01-13T06:55:23,2025-01-13T07:03:35,8.2
BL-10322,pick,Pick,3,2025-01-13T07:03:35,2025-01-13T07:43:35,40.0
BL-10322,pack,Pack,4,2025-01-13T07:43:35,2025-01-13T07:54:05,10.5
BL-10322,qc,QC gate,5,2025-01-13T07:54:05,2025-01-13T08:10:59,16.9
BL-10322,stage_ship,Stage & ship,6,2025-01-13T08:10:59,2025-01-13T08:20:11,9.2
BL-10323,wave_release,Wave release,1,2025-01-13T06:09:03,2025-01-13T06:14:03,5.0
BL-10323,slot_locate,Slot locate,2,2025-01-13T06:14:03,2025-01-13T06:34:09,20.1
BL-10323,pick,Pick,3,2025-01-13T06:34:09,2025-01-13T07:03:21,29.2
BL-10323,pack,Pack,4,2025-01-13T07:03:21,2025-01-13T07:15:51,12.5
BL-10323,qc,QC gate,5,2025-01-13T07:26:03,2025-01-13T07:41:33,15.5
BL-10323,stage_ship,Stage & ship,6,2025-01-13T07:41:33,2025-01-13T07:53:09,11.6
BL-10324,wave_release,Wave release,1,2025-01-13T14:32:19,2025-01-13T14:38:25,6.1
BL-10324,slot_locate,Slot locate,2,2025-01-13T14:38:25,2025-01-13T14:48:55,10.5
BL-10324,pick,Pick,3,2025-01-13T14:48:55,2025-01-13T15:24:43,35.8
BL-10324,pack,Pack,4,2025-01-13T15:24:43,2025-01-13T15:39:37,14.9
BL-10324,qc,QC gate,5,2025-01-13T15:39:37,2025-01-13T15:55:25,15.8
BL-10324,stage_ship,Stage & ship,6,2025-01-13T15:55:25,2025-01-13T16:10:01,14.6
BL-10325,wave_release,Wave release,1,2025-01-13T14:13:24,2025-01-13T14:19:42,6.3
BL-10325,slot_locate,Slot locate,2,2025-01-13T14:19:42,2025-01-13T14:27:24,7.7
BL-10325,pick,Pick,3,2025-01-13T14:27:24,2025-01-13T15:00:00,32.6
BL-10325,pack,Pack,4,2025-01-13T15:00:00,2025-01-13T15:13:42,13.7
BL-10325,qc,QC gate,5,2025-01-13T15:13:42,2025-01-13T15:36:42,23.0
BL-10325,stage_ship,Stage & ship,6,2025-01-13T15:36:42,2025-01-13T15:45:18,8.6
BL-10326,wave_release,Wave release,1,2025-01-13T14:21:27,2025-01-13T14:26:21,4.9
